Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
3488,2004,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4337,2004,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4936,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Median
3985,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
6115,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5159,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Median
4333,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 25%
6397,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 75%
4124,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Median
3473,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 25%
5458,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 75%
6663,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Median
4769,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 25%
11521,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 75%
7583,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Median
5048,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 25%
14071,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 75%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Median
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 25%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 75%
5333,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Median
4604,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 25%
6416,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 75%
5313,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Median
4604,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 25%
6063,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 75%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Median
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 25%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 75%
5361,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Median
4225,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 25%
5919,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 75%
5361,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Median
4134,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 25%
5927,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 75%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Median
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 25%
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 75%
4857,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Median
3919,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6049,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5108,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Median
4329,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 25%
6344,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 75%
4048,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Median
3455,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 25%
5225,2004,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 75%
5978,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Median
4690,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
7880,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6500,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Median
5136,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 25%
8750,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 75%
5179,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Median
4104,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 25%
6578,2004,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 75%
10038,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Median
7529,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 25%
13776,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 75%
10553,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Median
7995,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 25%
14540,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 75%
8028,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Median
6000,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 25%
10690,2004,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 75%
7572,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Median
5958,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 25%
9351,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 75%
8000,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Median
6447,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 25%
9808,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 75%
6518,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Median
5048,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 25%
8074,2004,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 75%
6530,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Median
5393,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 25%
7749,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 75%
6735,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Median
5728,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 25%
8004,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 75%
6096,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Median
4711,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 25%
7253,2004,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 75%
5321,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Median
4333,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6531,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5639,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Median
4699,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 25%
6935,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 75%
4826,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Median
3949,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 25%
5980,2004,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 75%
9761,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Median
7263,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
13333,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
10317,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Median
7725,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 25%
14228,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 75%
8095,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Median
6349,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 25%
10565,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 75%
13350,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Median
10100,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 25%
18198,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 75%
13786,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Median
10419,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 25%
18778,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 75%
11253,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Median
8286,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 25%
14286,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 75%
9900,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Median
8195,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 25%
11620,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 75%
10183,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Median
8565,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 25%
11917,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 75%
9100,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Median
7455,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 25%
10750,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 75%
8262,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Median
7063,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 25%
9781,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 75%
8424,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Median
7143,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 25%
9889,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 75%
8057,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Median
6905,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 25%
9297,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 75%
7462,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Median
6000,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
9438,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7758,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Median
6176,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 25%
9844,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 75%
6859,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Median
5661,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 25%
8475,2004,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 75%
9071,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Median
7367,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
11335,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
9451,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Median
7844,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 25%
11840,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 75%
7480,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Median
6273,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 25%
9193,2004,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 75%
10694,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Median
8735,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 25%
14005,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 75%
10983,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Median
8921,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 25%
14454,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 75%
8972,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Median
7341,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 25%
11267,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 75%
8659,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Median
7515,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 25%
10236,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 75%
8892,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Median
7750,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 25%
10422,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 75%
7781,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Median
6773,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 25%
9077,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 75%
7623,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Median
6637,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 25%
8910,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 75%
8011,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Median
6952,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 25%
9218,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 75%
6674,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Median
5959,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 25%
7620,2004,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 75%
8051,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Median
6510,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
9810,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
8563,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Median
6960,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 25%
10193,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 75%
6892,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Median
5779,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 25%
8303,2004,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 75%
8125,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Median
6631,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
10272,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
8530,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Median
7000,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 25%
10790,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 75%
7007,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Median
5751,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 25%
8506,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 75%
9629,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Median
7622,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 25%
12579,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 75%
9957,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Median
7908,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 25%
13059,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 75%
8278,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Median
6190,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 25%
10183,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 75%
8199,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Median
6965,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 25%
9820,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 75%
8482,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Median
7248,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 25%
10102,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 75%
7318,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Median
6313,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 25%
8727,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 75%
7429,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Median
6448,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 25%
8608,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 75%
7583,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Median
6553,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 25%
8929,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 75%
7033,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Median
6237,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 25%
7989,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 75%
7150,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Median
5928,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8667,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7540,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Median
6341,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 25%
9164,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 75%
6313,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Median
5417,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 25%
7530,2004,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 75%
7190,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Median
5469,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8833,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
7967,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Median
6346,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 25%
9688,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 75%
6571,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Median
5046,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 25%
8074,2004,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 75%
8298,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Median
6662,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 25%
11176,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 75%
9294,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Median
7500,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Int. 25%
12083,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Int. 75%
7476,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Median
6020,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Int. 25%
9859,2004,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Int. 75%
7421,2004,Zürich (ZH),Lehrerpatent,Stellung 3,Geschlecht - Total,Median
5521,2004,Zürich (ZH),Lehrerpatent,Stellung 3,Geschlecht - Total,Int. 25%
