Wert,Jahr,Grossregion,Tätigkeit,Anforderungsniveau des Arbeitsplatzes,Geschlecht
6934,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Mann
5783,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Frau
5736,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Geschlecht - Total
5939,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Mann
5716,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Frau
5179,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Geschlecht - Total
5479,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Mann
5157,2004,"Nordwestschweiz (BS, BL, AG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Frau
5725,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
6799,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Mann
5236,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Frau
6974,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Geschlecht - Total
7870,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Mann
5976,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Frau
5445,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Geschlecht - Total
6101,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Mann
5159,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Frau
4875,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Geschlecht - Total
5157,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Mann
4838,2004,"Nordwestschweiz (BS, BL, AG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Frau
6625,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Geschlecht - Total
6844,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Mann
5575,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Frau
7828,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 1+2,Geschlecht - Total
8071,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 1+2,Mann
6810,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 1+2,Frau
6173,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 3,Geschlecht - Total
6229,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 3,Mann
5827,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 3,Frau
4849,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 4,Geschlecht - Total
5012,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 4,Mann
4281,2004,"Nordwestschweiz (BS, BL, AG)","Logistik, Stabsaufgaben",Niveau 4,Frau
8203,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Geschlecht - Total
8867,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Mann
6483,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Frau
9082,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 1+2,Geschlecht - Total
9425,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 1+2,Mann
7656,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 1+2,Frau
6151,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 3,Geschlecht - Total
6666,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 3,Mann
5683,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 3,Frau
4672,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 4,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 4,Mann
4691,2004,"Nordwestschweiz (BS, BL, AG)","Begutachten, beraten, beurkunden",Niveau 4,Frau
7311,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Geschlecht - Total
7636,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Mann
5598,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Frau
8150,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Geschlecht - Total
8285,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Mann
6483,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Frau
6198,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Geschlecht - Total
6500,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Mann
5360,2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Frau
4426,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Geschlecht - Total
5571,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Mann
4039,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Frau
6004,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Geschlecht - Total
7054,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Mann
4444,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Frau
4561,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Geschlecht - Total
5571,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Mann
4176,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Frau
3889,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Geschlecht - Total
4235,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Mann
3805,2004,"Nordwestschweiz (BS, BL, AG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Frau
8251,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Anforderungsniveau - Total,Geschlecht - Total
8567,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Anforderungsniveau - Total,Mann
7632,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Anforderungsniveau - Total,Frau
9514,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 1+2,Geschlecht - Total
9506,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 1+2,Mann
9586,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 1+2,Frau
7183,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 3,Geschlecht - Total
7333,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 3,Mann
7009,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 3,Frau
6575,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 4,Geschlecht - Total
6650,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 4,Mann
6392,2004,"Nordwestschweiz (BS, BL, AG)",Forschung und Entwicklung,Niveau 4,Frau
8147,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Geschlecht - Total
8281,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Mann
6807,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Frau
8766,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 1+2,Geschlecht - Total
8810,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 1+2,Mann
8163,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 1+2,Frau
6951,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 3,Geschlecht - Total
7063,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 3,Mann
6137,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 3,Frau
5261,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 4,Geschlecht - Total
6340,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 4,Mann
5093,2004,"Nordwestschweiz (BS, BL, AG)","Analysieren, programmieren, Operating",Niveau 4,Frau
7291,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Geschlecht - Total
7483,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Mann
5670,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Frau
7809,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Geschlecht - Total
7959,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Mann
6392,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Frau
6149,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Geschlecht - Total
6448,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Mann
5073,2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Frau
5042,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Geschlecht - Total
5159,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Mann
4439,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Frau
5333,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Geschlecht - Total
5365,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Mann
4816,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Frau
5390,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Geschlecht - Total
5455,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Mann
4756,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Frau
4714,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Geschlecht - Total
4839,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Mann
4228,2004,"Nordwestschweiz (BS, BL, AG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Frau
6741,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Anforderungsniveau - Total,Geschlecht - Total
6917,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Anforderungsniveau - Total,Mann
5734,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Anforderungsniveau - Total,Frau
7715,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 1+2,Geschlecht - Total
8201,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 1+2,Mann
5715,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 1+2,Frau
6832,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 3,Geschlecht - Total
6890,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 3,Mann
6204,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 3,Frau
4880,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 4,Geschlecht - Total
5285,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 4,Mann
4656,2004,"Nordwestschweiz (BS, BL, AG)","Sichern, bewachen",Niveau 4,Frau
5455,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Geschlecht - Total
6087,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Mann
5352,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Frau
6326,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Geschlecht - Total
6952,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Mann
6174,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Frau
5189,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Geschlecht - Total
5403,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Mann
5159,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Frau
4378,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Geschlecht - Total
4554,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Mann
4350,2004,"Nordwestschweiz (BS, BL, AG)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Frau
3542,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Geschlecht - Total
4000,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Mann
3524,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Frau
3651,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 1+2,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 1+2,Mann
3556,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 1+2,Frau
3441,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 3,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 3,Mann
3415,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 3,Frau
3555,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 4,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 4,Mann
3553,2004,"Nordwestschweiz (BS, BL, AG)",Körper- und Kleiderpflege,Niveau 4,Frau
4000,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Geschlecht - Total
4402,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Mann
3809,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Frau
4894,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 1+2,Geschlecht - Total
5352,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 1+2,Mann
4676,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 1+2,Frau
5098,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 3,Geschlecht - Total
5701,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 3,Mann
4075,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 3,Frau
3835,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 4,Geschlecht - Total
4024,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 4,Mann
3730,2004,"Nordwestschweiz (BS, BL, AG)",Reinigung und öffentliche Hygiene,Niveau 4,Frau
6763,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
7427,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Mann
6221,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Frau
7090,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 1+2,Geschlecht - Total
7769,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 1+2,Mann
6655,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 1+2,Frau
5881,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 3,Geschlecht - Total
6785,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 3,Mann
5343,2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 3,Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 4,Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 4,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",Pädagogische Tätigkeiten,Niveau 4,Frau
3941,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
4148,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Mann
3817,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Frau
4762,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Geschlecht - Total
5194,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Mann
4287,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Frau
4060,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Geschlecht - Total
4230,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Mann
3910,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Frau
3676,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Geschlecht - Total
3557,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Mann
3725,2004,"Nordwestschweiz (BS, BL, AG)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Frau
5842,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Geschlecht - Total
6487,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Mann
5154,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Frau
6802,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Geschlecht - Total
7714,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Mann
5675,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Frau
5633,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Geschlecht - Total
5968,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Mann
5300,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Frau
3900,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Geschlecht - Total
3756,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Mann
3954,2004,"Nordwestschweiz (BS, BL, AG)","Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Frau
5958,2004,Zürich (ZH),Tätigkeit - Total,Anforderungsniveau - Total,Geschlecht - Total
6562,2004,Zürich (ZH),Tätigkeit - Total,Anforderungsniveau - Total,Mann
5089,2004,Zürich (ZH),Tätigkeit - Total,Anforderungsniveau - Total,Frau
8226,2004,Zürich (ZH),Tätigkeit - Total,Niveau 1+2,Geschlecht - Total
8770,2004,Zürich (ZH),Tätigkeit - Total,Niveau 1+2,Mann
6897,2004,Zürich (ZH),Tätigkeit - Total,Niveau 1+2,Frau
5443,2004,Zürich (ZH),Tätigkeit - Total,Niveau 3,Geschlecht - Total
