Wert,Geschlecht,Arbeitskanton,Erwerbsstatus,Aufenthaltsdauer,Quartal
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2009Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2009Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2009Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2010Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2010Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2010Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2010Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2011Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2011Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2011Q3
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2011Q4
0.5,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2012Q1
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2012Q2
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2012Q3
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2012Q4
1.1,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2013Q1
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2013Q2
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2013Q3
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2013Q4
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2014Q1
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2014Q2
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2014Q3
2.3,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2014Q4
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2015Q1
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2015Q2
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2015Q3
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2015Q4
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2016Q1
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2016Q2
2.7,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2016Q3
6547,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q2
6431.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q3
6318.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q4
6267.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q1
6246.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q2
6134.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q3
6038.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q4
6026.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q1
6179.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q2
5893.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q3
5777.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q4
5782.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q1
5692.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q2
5503.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q3
5503.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q4
5574.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q1
5743.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q2
5963.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q3
6097.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q4
6286.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q1
6382.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q2
6466.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q3
6440.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q4
6597.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q1
6676.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q2
6657.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q3
6560.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q4
6518.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q1
6588.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q2
6485.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q3
6489.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q4
6626.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q1
6807.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q2
6801.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q3
6763.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q4
6963,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q1
7163.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q2
7284.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q3
7363.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q4
7509.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q1
7609,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q2
7650.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q3
7672.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q4
7677.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q1
7756.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q2
7922.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q3
7882.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q4
7966.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q1
8044.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q2
8095.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q3
8111.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q4
8194.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q1
8245.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q2
8387.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q3
8465.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q4
8589.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q1
8645.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q2
8710,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q3
105,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2002Q2
101.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2002Q3
68.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2002Q4
79.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2003Q1
117.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2003Q2
97.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2003Q3
80.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2003Q4
80.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2004Q1
86.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2004Q2
65.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2004Q3
66.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2004Q4
63.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2005Q1
67.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2005Q2
69.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2005Q3
74,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2005Q4
81.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2006Q1
79.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2006Q2
78.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2006Q3
85.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2006Q4
82.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2007Q1
95.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2007Q2
101.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2007Q3
92.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2007Q4
97,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2008Q1
103.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2008Q2
131.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2008Q3
153.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2008Q4
129.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2009Q1
131.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2009Q2
104.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2009Q3
95.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2009Q4
104.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2010Q1
108.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2010Q2
101,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2010Q3
106.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2010Q4
137,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2011Q1
211.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2011Q2
264,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2011Q3
281.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2011Q4
316.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2012Q1
373,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2012Q2
380.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2012Q3
356.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2012Q4
324.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2013Q1
340,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2013Q2
370.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2013Q3
337.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2013Q4
318.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2014Q1
308.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2014Q2
313.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2014Q3
309.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2014Q4
284.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2015Q1
269.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2015Q2
297.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2015Q3
317.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2015Q4
312.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2016Q1
311.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2016Q2
310.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,<12 Monate,2016Q3
6442,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2002Q2
6329.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2002Q3
6250.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2002Q4
6188.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2003Q1
6129.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2003Q2
6036.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2003Q3
5958.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2003Q4
5946.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2004Q1
6093,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2004Q2
5828.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2004Q3
5711,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2004Q4
5718.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2005Q1
5624.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2005Q2
5433.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2005Q3
5429.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2005Q4
5493.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2006Q1
5663.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2006Q2
5884.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2006Q3
6012,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2006Q4
6204.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2007Q1
6286.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2007Q2
6364.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2007Q3
6347.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2007Q4
6500.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2008Q1
6572.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2008Q2
6525.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2008Q3
6407.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2008Q4
6389.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2009Q1
6457.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2009Q2
6381.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2009Q3
6393.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2009Q4
6522,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2010Q1
6699,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2010Q2
6700.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2010Q3
6656.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2010Q4
6826,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2011Q1
6952.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2011Q2
7020.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2011Q3
7082.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2011Q4
7192.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2012Q1
7236,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2012Q2
7269.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2012Q3
7316.3,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2012Q4
7352.9,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2013Q1
7416.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2013Q2
7552.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2013Q3
7545.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2013Q4
7648,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2014Q1
7736.1,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2014Q2
7782,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2014Q3
7802.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2014Q4
7910.2,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2015Q1
7975.6,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2015Q2
8089.7,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2015Q3
8147.8,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2015Q4
8276.4,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2016Q1
8334.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2016Q2
8399.5,Geschlecht - Total,St. Gallen,Erwerbsstatus - Total,>=12 Monate,2016Q3
6546.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q2
6426.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q3
6312.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q4
6256.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q1
6237.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q2
6122,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q3
6019.3,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q4
6010.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q1
6164.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q2
5880.2,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q3
5764.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q4
5769.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q1
5677.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q2
5487.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q3
5486,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q4
5552,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q1
5720.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q2
5943.4,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q3
6082.3,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q4
6269.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q1
6365.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q2
6453,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q3
6430.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q4
6587.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q1
6665.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q2
6647.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q3
6551.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q4
6508.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q1
6573.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q2
6468.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q3
6463.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q4
6592.4,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q1
6763,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q2
6750.3,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q3
6700.3,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q4
6896.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q1
7091.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q2
7211.4,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q3
7287.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q4
7424.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q1
7514.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q2
7554.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q3
7575.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q4
7572.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q1
7642.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q2
7806.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q3
7767.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q4
7859.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q1
7930.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q2
7977.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q3
7992.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q4
8076.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q1
8128.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q2
8272.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q3
8342.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q4
8458,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q1
8507.9,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q2
8567.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q3
105,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2002Q2
101.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2002Q3
68.2,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2002Q4
79.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2003Q1
117.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2003Q2
97.7,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2003Q3
80.5,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2003Q4
80.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2004Q1
86.6,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2004Q2
65.2,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2004Q3
66.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2004Q4
63.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2005Q1
67.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2005Q2
69.8,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2005Q3
74,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2005Q4
81.1,Geschlecht - Total,St. Gallen,Arbeitnehmer,<12 Monate,2006Q1
