Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
3481,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 25%
4944,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 75%
4336,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Median
3637,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 25%
5103,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 75%
3619,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Median
3289,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 25%
4227,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 75%
3404,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Median
2934,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 25%
4365,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 75%
3823,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Median
3000,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 25%
4607,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 75%
3111,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Median
2849,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 25%
3467,2004,Schweiz,KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 75%
4788,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Median
3826,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6870,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5021,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Median
4147,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 25%
7459,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 75%
4112,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Median
3452,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 25%
6051,2004,Schweiz,AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 75%
8450,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Median
6118,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 25%
11985,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 75%
8976,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Median
6500,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 25%
12793,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 75%
7281,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Median
5523,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 25%
9920,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 75%
4974,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Median
4116,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 25%
6014,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 75%
5057,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Mann,Median
4308,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 25%
6001,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 75%
4667,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Frau,Median
3717,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 25%
6034,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 75%
3876,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Median
3364,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 25%
4500,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 75%
4189,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Mann,Median
3617,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 25%
4719,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 75%
3502,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Frau,Median
3168,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 25%
3921,2004,Schweiz,AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 75%
4971,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Median
4117,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6031,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5267,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Median
4555,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 25%
6296,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 75%
4168,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Median
3591,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 25%
5186,2004,Schweiz,Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 75%
6870,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Median
5376,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 25%
9614,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 75%
7059,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Mann,Median
5528,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 25%
10016,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 75%
6333,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Frau,Median
4795,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 25%
8413,2004,Schweiz,Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 75%
5189,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Median
4400,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 25%
6022,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 75%
5358,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Mann,Median
4717,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Mann,Int. 25%
6109,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Mann,Int. 75%
4501,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Frau,Median
3820,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Frau,Int. 25%
5650,2004,Schweiz,Niedergelassene (Kat. C),Niveau 3,Frau,Int. 75%
4333,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Median
3687,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 25%
4986,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 75%
4723,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Mann,Median
4143,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Mann,Int. 25%
5254,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Mann,Int. 75%
3811,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Frau,Median
3380,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Frau,Int. 25%
4338,2004,Schweiz,Niedergelassene (Kat. C),Niveau 4,Frau,Int. 75%
5344,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Median
4333,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6801,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5515,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Median
4612,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 25%
6966,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 75%
4657,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Median
3608,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 25%
6390,2004,Schweiz,GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 75%
6966,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Median
5482,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 25%
9317,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 75%
7042,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Median
5554,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 25%
9474,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 75%
6717,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Median
5142,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 25%
8776,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 75%
5353,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Median
4527,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 25%
6380,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 75%
5390,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Mann,Median
4641,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 25%
6333,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 75%
5168,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Frau,Median
4099,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 25%
6533,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 75%
4105,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Median
3405,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 25%
4868,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 75%
4488,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Mann,Median
3840,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 25%
5120,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 75%
3571,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Frau,Median
2902,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 25%
4227,2004,Schweiz,GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 75%
5063,2004,Schweiz,Andere,Anforderungsniveau - Total,Geschlecht - Total,Median
3946,2004,Schweiz,Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6821,2004,Schweiz,Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5332,2004,Schweiz,Andere,Anforderungsniveau - Total,Mann,Median
4154,2004,Schweiz,Andere,Anforderungsniveau - Total,Mann,Int. 25%
7228,2004,Schweiz,Andere,Anforderungsniveau - Total,Mann,Int. 75%
4540,2004,Schweiz,Andere,Anforderungsniveau - Total,Frau,Median
3735,2004,Schweiz,Andere,Anforderungsniveau - Total,Frau,Int. 25%
6086,2004,Schweiz,Andere,Anforderungsniveau - Total,Frau,Int. 75%
7708,2004,Schweiz,Andere,Niveau 1+2,Geschlecht - Total,Median
6032,2004,Schweiz,Andere,Niveau 1+2,Geschlecht - Total,Int. 25%
10341,2004,Schweiz,Andere,Niveau 1+2,Geschlecht - Total,Int. 75%
7996,2004,Schweiz,Andere,Niveau 1+2,Mann,Median
6178,2004,Schweiz,Andere,Niveau 1+2,Mann,Int. 25%
10890,2004,Schweiz,Andere,Niveau 1+2,Mann,Int. 75%
7029,2004,Schweiz,Andere,Niveau 1+2,Frau,Median
5730,2004,Schweiz,Andere,Niveau 1+2,Frau,Int. 25%
8969,2004,Schweiz,Andere,Niveau 1+2,Frau,Int. 75%
5093,2004,Schweiz,Andere,Niveau 3,Geschlecht - Total,Median
4254,2004,Schweiz,Andere,Niveau 3,Geschlecht - Total,Int. 25%
6258,2004,Schweiz,Andere,Niveau 3,Geschlecht - Total,Int. 75%
5281,2004,Schweiz,Andere,Niveau 3,Mann,Median
4418,2004,Schweiz,Andere,Niveau 3,Mann,Int. 25%
6508,2004,Schweiz,Andere,Niveau 3,Mann,Int. 75%
4762,2004,Schweiz,Andere,Niveau 3,Frau,Median
3995,2004,Schweiz,Andere,Niveau 3,Frau,Int. 25%
5832,2004,Schweiz,Andere,Niveau 3,Frau,Int. 75%
3849,2004,Schweiz,Andere,Niveau 4,Geschlecht - Total,Median
3368,2004,Schweiz,Andere,Niveau 4,Geschlecht - Total,Int. 25%
4568,2004,Schweiz,Andere,Niveau 4,Geschlecht - Total,Int. 75%
3988,2004,Schweiz,Andere,Niveau 4,Mann,Median
3336,2004,Schweiz,Andere,Niveau 4,Mann,Int. 25%
4781,2004,Schweiz,Andere,Niveau 4,Mann,Int. 75%
3729,2004,Schweiz,Andere,Niveau 4,Frau,Median
3398,2004,Schweiz,Andere,Niveau 4,Frau,Int. 25%
4181,2004,Schweiz,Andere,Niveau 4,Frau,Int. 75%
5568,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Median
4418,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7327,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5842,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Median
4746,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 25%
7826,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 75%
5067,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Median
3920,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 25%
6625,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 75%
7584,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Median
5633,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 25%
10771,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 75%
8044,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Median
5843,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 25%
11588,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 75%
6771,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Median
5164,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 25%
8878,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 75%
5643,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Median
4630,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 25%
6894,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 75%
5781,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Median
4850,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 25%
7008,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 75%
5390,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Median
4228,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 25%
6704,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 75%
4385,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Median
3603,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 25%
5210,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 75%
4669,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Median
3908,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 25%
5396,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 75%
4000,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Median
3395,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 25%
4877,2004,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 75%
5935,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4707,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7673,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6382,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Median
5124,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
8428,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
5339,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Median
4194,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6780,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7553,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5694,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
10400,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
8145,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Median
6050,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 25%
11309,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 75%
6550,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Median
5124,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 25%
8468,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 75%
5847,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Median
4762,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
7086,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
6098,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Median
5087,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 25%
7348,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 75%
5484,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Median
4373,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 25%
6737,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 75%
4676,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Median
3827,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5519,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
5043,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Median
4227,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 25%
5794,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 75%
4333,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Median
3600,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 25%
5245,2004,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 75%
5137,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4099,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6675,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5336,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Median
4429,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
6880,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4563,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Median
3609,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6250,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7652,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5531,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
11458,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7825,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Median
5583,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 25%
12129,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 75%
7358,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Median
5300,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 25%
9902,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 75%
5374,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Median
4443,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6511,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5446,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Median
4647,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 25%
6488,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 75%
5142,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Median
3948,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 25%
6603,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 75%
4184,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Median
3467,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
4943,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4493,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Median
3756,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 25%
5159,2004,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 75%
