Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
1642.4,Geschlecht - Total,Basel-Stadt,20-24 Jahre,2016Q1
1621.1,Geschlecht - Total,Basel-Stadt,20-24 Jahre,2016Q2
1549.3,Geschlecht - Total,Basel-Stadt,20-24 Jahre,2016Q3
2611.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,1999Q1
2524.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,1999Q2
2563.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,1999Q3
2535,Geschlecht - Total,Basel-Stadt,25-29 Jahre,1999Q4
2490.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2000Q1
2570.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2000Q2
2634.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2000Q3
2684.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2000Q4
2689.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2001Q1
2714.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2001Q2
2813.4,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2001Q3
2798.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2001Q4
2796.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2002Q1
2796.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2002Q2
2815.4,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2002Q3
2812.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2002Q4
2779.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2003Q1
2759,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2003Q2
2793,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2003Q3
2763.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2003Q4
2776.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2004Q1
2841,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2004Q2
2696.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2004Q3
2613.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2004Q4
2587.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2005Q1
2538.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2005Q2
2419.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2005Q3
2458,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2005Q4
2493.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2006Q1
2531.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2006Q2
2614.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2006Q3
2685.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2006Q4
2713.4,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2007Q1
2722.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2007Q2
2746.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2007Q3
2744.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2007Q4
2746.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2008Q1
2826.1,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2008Q2
2748.4,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2008Q3
2686.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2008Q4
2664.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2009Q1
2716.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2009Q2
2732.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2009Q3
2710,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2009Q4
2797.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2010Q1
2879.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2010Q2
2894.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2010Q3
2780.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2010Q4
2748.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2011Q1
2765.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2011Q2
2853.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2011Q3
2852.9,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2011Q4
2874.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2012Q1
2964,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2012Q2
3005,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2012Q3
2983.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2012Q4
3038.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2013Q1
3123.4,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2013Q2
3146.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2013Q3
3163.9,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2013Q4
3323.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2014Q1
3335.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2014Q2
3342.3,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2014Q3
3447.6,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2014Q4
3499.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2015Q1
3494.2,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2015Q2
3574.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2015Q3
3617.8,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2015Q4
3645.5,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2016Q1
3666,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2016Q2
3679.7,Geschlecht - Total,Basel-Stadt,25-29 Jahre,2016Q3
4939.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,1999Q1
4836.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,1999Q2
4876.3,Geschlecht - Total,Basel-Stadt,30-34 Jahre,1999Q3
4804.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,1999Q4
4757.7,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2000Q1
4771.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2000Q2
4759.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2000Q3
4708.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2000Q4
4672.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2001Q1
4636.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2001Q2
4686.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2001Q3
4680.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2001Q4
4631.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2002Q1
4522.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2002Q2
4443.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2002Q3
4388.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2002Q4
4331.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2003Q1
4290.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2003Q2
4209.3,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2003Q3
4160.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2003Q4
4140.7,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2004Q1
4194.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2004Q2
3955.3,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2004Q3
3899.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2004Q4
3799.7,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2005Q1
3702.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2005Q2
3553.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2005Q3
3536.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2005Q4
3491.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2006Q1
3464.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2006Q2
3543.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2006Q3
3562.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2006Q4
3554.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2007Q1
3560.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2007Q2
3553.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2007Q3
3420.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2007Q4
3394.7,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2008Q1
3477.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2008Q2
3439.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2008Q3
3351,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2008Q4
3325,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2009Q1
3345.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2009Q2
3329.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2009Q3
3309.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2009Q4
3385.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2010Q1
3476.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2010Q2
3476.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2010Q3
3449.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2010Q4
3471.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2011Q1
3555.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2011Q2
3617.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2011Q3
3624,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2011Q4
3667.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2012Q1
3748.7,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2012Q2
3795.1,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2012Q3
3797.2,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2012Q4
3833,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2013Q1
3877.4,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2013Q2
3950,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2013Q3
3951.3,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2013Q4
4064,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2014Q1
4098.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2014Q2
4147.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2014Q3
4157,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2014Q4
4190.9,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2015Q1
4170.3,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2015Q2
4213.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2015Q3
4210.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2015Q4
4233.8,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2016Q1
4207.6,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2016Q2
4222.5,Geschlecht - Total,Basel-Stadt,30-34 Jahre,2016Q3
5052.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,1999Q1
5063.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,1999Q2
5166.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,1999Q3
5186.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,1999Q4
5252.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2000Q1
5334,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2000Q2
5410.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2000Q3
5520.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2000Q4
5569.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2001Q1
5623.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2001Q2
5667.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2001Q3
5671.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2001Q4
5680.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2002Q1
5668.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2002Q2
5730.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2002Q3
5703,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2002Q4
5698,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2003Q1
5723.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2003Q2
5733.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2003Q3
5741,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2003Q4
5758.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2004Q1
5840.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2004Q2
5621.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2004Q3
5525,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2004Q4
5402.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2005Q1
5264.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2005Q2
5079.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2005Q3
5056.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2005Q4
5021.9,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2006Q1
4969.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2006Q2
5034.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2006Q3
5040.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2006Q4
4971.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2007Q1
4897.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2007Q2
4866.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2007Q3
4736.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2007Q4
4699.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2008Q1
4722.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2008Q2
4522.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2008Q3
4340.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2008Q4
4306.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2009Q1
4296.9,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2009Q2
4230.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2009Q3
4197.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2009Q4
4231.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2010Q1
4268.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2010Q2
4242.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2010Q3
4122,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2010Q4
4056,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2011Q1
4031.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2011Q2
4014.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2011Q3
4022.5,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2011Q4
4009.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2012Q1
4034.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2012Q2
4048.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2012Q3
4065,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2012Q4
4073.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2013Q1
4163,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2013Q2
4245.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2013Q3
4194.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2013Q4
4193.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2014Q1
4219.7,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2014Q2
4282.6,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2014Q3
4317.1,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2014Q4
4367.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2015Q1
4444.2,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2015Q2
4510,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2015Q3
4559.4,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2015Q4
4577.3,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2016Q1
4576.9,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2016Q2
4647.8,Geschlecht - Total,Basel-Stadt,35-39 Jahre,2016Q3
4175.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,1999Q1
4141,Geschlecht - Total,Basel-Stadt,40-44 Jahre,1999Q2
4211.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,1999Q3
4248,Geschlecht - Total,Basel-Stadt,40-44 Jahre,1999Q4
4246,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2000Q1
4332.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2000Q2
4373.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2000Q3
4448,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2000Q4
4581.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2001Q1
4610.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2001Q2
4726.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2001Q3
4790,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2001Q4
4867.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2002Q1
4962.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2002Q2
5030.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2002Q3
5066.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2002Q4
5112.1,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2003Q1
5240.2,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2003Q2
5317.2,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2003Q3
5313,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2003Q4
5392,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2004Q1
5566,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2004Q2
5433.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2004Q3
5442.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2004Q4
5456.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2005Q1
5410.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2005Q2
5347.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2005Q3
5458.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2005Q4
5529.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2006Q1
5587.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2006Q2
5621.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2006Q3
5673.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2006Q4
5650.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2007Q1
5703.1,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2007Q2
5746.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2007Q3
5690.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2007Q4
5658.2,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2008Q1
5778.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2008Q2
5694.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2008Q3
5573.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2008Q4
5566.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2009Q1
5618.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2009Q2
5596.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2009Q3
5605,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2009Q4
5628,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2010Q1
5606.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2010Q2
5557.2,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2010Q3
5454.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2010Q4
5354.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2011Q1
5328,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2011Q2
5389.2,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2011Q3
5265.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2011Q4
5183.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2012Q1
5223.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2012Q2
5222.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2012Q3
5142.1,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2012Q4
5078.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2013Q1
5084.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2013Q2
5057,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2013Q3
4954.5,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2013Q4
4845.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2014Q1
4855.6,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2014Q2
4861.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2014Q3
4850.3,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2014Q4
4834.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2015Q1
4751.8,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2015Q2
4785.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2015Q3
4761.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2015Q4
4753.7,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2016Q1
4749.4,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2016Q2
4739.9,Geschlecht - Total,Basel-Stadt,40-44 Jahre,2016Q3
3748.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,1999Q1
3788.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,1999Q2
3837.9,Geschlecht - Total,Basel-Stadt,45-49 Jahre,1999Q3
3838.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,1999Q4
3873.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2000Q1
3907.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2000Q2
3917.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2000Q3
3906.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2000Q4
3936.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2001Q1
3986.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2001Q2
4037.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2001Q3
4034.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2001Q4
4071.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2002Q1
4065,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2002Q2
4084.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2002Q3
4035.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2002Q4
4024.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2003Q1
4029.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2003Q2
4064.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2003Q3
4073.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2003Q4
4135.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2004Q1
4209.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2004Q2
4140.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2004Q3
4174.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2004Q4
4191.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2005Q1
4169.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2005Q2
4108,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2005Q3
4230.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2005Q4
4315.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2006Q1
4411.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2006Q2
4546.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2006Q3
4689.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2006Q4
4764.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2007Q1
4803.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2007Q2
4858.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2007Q3
4840.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2007Q4
4902.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2008Q1
5093.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2008Q2
5028.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2008Q3
4921.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2008Q4
5003.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2009Q1
5112.9,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2009Q2
5152.4,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2009Q3
5208.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2009Q4
5360.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2010Q1
5530.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2010Q2
5574.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2010Q3
5589.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2010Q4
5553.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2011Q1
5635.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2011Q2
5662.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2011Q3
5690.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2011Q4
5702.9,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2012Q1
5792.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2012Q2
5879.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2012Q3
5832.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2012Q4
5852.6,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2013Q1
5925.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2013Q2
5973.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2013Q3
5973.2,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2013Q4
5882.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2014Q1
5904.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2014Q2
5911.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2014Q3
5929.7,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2014Q4
5916.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2015Q1
5844.5,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2015Q2
5854.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2015Q3
5838.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2015Q4
5764.1,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2016Q1
5696.3,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2016Q2
5709.8,Geschlecht - Total,Basel-Stadt,45-49 Jahre,2016Q3
2408.9,Geschlecht - Total,Basel-Stadt,50-54 Jahre,1999Q1
2451.4,Geschlecht - Total,Basel-Stadt,50-54 Jahre,1999Q2
