Wert,Szenario-Variante,Jahr,Staatsangehörigkeit,Variable
69.82,C-00-2015,2063,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
80.65,C-00-2015,2063,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
54.63,C-00-2015,2063,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
59.77,C-00-2015,2063,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.87,C-00-2015,2064,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.98,C-00-2015,2064,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
69.8,C-00-2015,2064,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
80.61,C-00-2015,2064,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
54.85,C-00-2015,2064,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.01,C-00-2015,2064,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.94,C-00-2015,2065,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
75.05,C-00-2015,2065,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
69.8,C-00-2015,2065,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
80.6,C-00-2015,2065,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
55.02,C-00-2015,2065,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.19,C-00-2015,2065,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
33.19,A-06-2015,2014,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
38.39,A-06-2015,2014,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
40.53,A-06-2015,2014,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
47.7,A-06-2015,2014,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
13.22,A-06-2015,2014,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
14.61,A-06-2015,2014,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
33.59,A-06-2015,2015,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
38.79,A-06-2015,2015,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
41.28,A-06-2015,2015,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
48.52,A-06-2015,2015,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
13.44,A-06-2015,2015,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
14.83,A-06-2015,2015,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
33.94,A-06-2015,2016,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
39.12,A-06-2015,2016,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
41.95,A-06-2015,2016,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
49.23,A-06-2015,2016,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
13.6,A-06-2015,2016,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
15,A-06-2015,2016,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
34.38,A-06-2015,2017,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
39.56,A-06-2015,2017,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
42.71,A-06-2015,2017,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
50.06,A-06-2015,2017,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
13.85,A-06-2015,2017,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
15.26,A-06-2015,2017,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
34.82,A-06-2015,2018,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
40.01,A-06-2015,2018,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
43.47,A-06-2015,2018,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
50.88,A-06-2015,2018,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
14.11,A-06-2015,2018,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
15.53,A-06-2015,2018,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
35.33,A-06-2015,2019,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
40.52,A-06-2015,2019,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
44.29,A-06-2015,2019,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
51.77,A-06-2015,2019,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
14.43,A-06-2015,2019,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
15.87,A-06-2015,2019,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
35.87,A-06-2015,2020,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
41.09,A-06-2015,2020,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
45.17,A-06-2015,2020,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
52.74,A-06-2015,2020,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
14.79,A-06-2015,2020,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
16.24,A-06-2015,2020,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
36.51,A-06-2015,2021,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
41.76,A-06-2015,2021,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
46.18,A-06-2015,2021,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
53.86,A-06-2015,2021,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
15.17,A-06-2015,2021,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
16.65,A-06-2015,2021,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
37.2,A-06-2015,2022,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
42.5,A-06-2015,2022,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
47.28,A-06-2015,2022,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
55.07,A-06-2015,2022,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
15.57,A-06-2015,2022,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
17.08,A-06-2015,2022,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
37.94,A-06-2015,2023,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
43.28,A-06-2015,2023,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
48.43,A-06-2015,2023,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
56.36,A-06-2015,2023,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
16.01,A-06-2015,2023,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
17.55,A-06-2015,2023,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
38.72,A-06-2015,2024,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
44.11,A-06-2015,2024,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
49.64,A-06-2015,2024,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
57.69,A-06-2015,2024,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
16.5,A-06-2015,2024,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
18.07,A-06-2015,2024,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
39.54,A-06-2015,2025,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
44.99,A-06-2015,2025,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.9,A-06-2015,2025,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
59.1,A-06-2015,2025,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
17.03,A-06-2015,2025,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
18.64,A-06-2015,2025,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
40.42,A-06-2015,2026,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
45.93,A-06-2015,2026,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
52.24,A-06-2015,2026,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.6,A-06-2015,2026,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
17.58,A-06-2015,2026,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
19.23,A-06-2015,2026,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
41.35,A-06-2015,2027,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
46.94,A-06-2015,2027,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
53.65,A-06-2015,2027,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
62.19,A-06-2015,2027,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
18.18,A-06-2015,2027,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
19.87,A-06-2015,2027,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
42.35,A-06-2015,2028,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
48.02,A-06-2015,2028,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
55.15,A-06-2015,2028,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
63.89,A-06-2015,2028,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
18.81,A-06-2015,2028,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
20.54,A-06-2015,2028,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
43.38,A-06-2015,2029,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
49.14,A-06-2015,2029,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
56.69,A-06-2015,2029,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
65.62,A-06-2015,2029,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
19.49,A-06-2015,2029,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
21.27,A-06-2015,2029,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
44.32,A-06-2015,2030,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
50.16,A-06-2015,2030,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
58.1,A-06-2015,2030,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
67.21,A-06-2015,2030,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
20.14,A-06-2015,2030,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
21.96,A-06-2015,2030,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
45.23,A-06-2015,2031,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
51.14,A-06-2015,2031,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
59.44,A-06-2015,2031,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
68.72,A-06-2015,2031,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
20.81,A-06-2015,2031,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
22.68,A-06-2015,2031,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
46.05,A-06-2015,2032,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
52.03,A-06-2015,2032,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
60.62,A-06-2015,2032,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
70.03,A-06-2015,2032,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
21.49,A-06-2015,2032,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
23.4,A-06-2015,2032,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
46.84,A-06-2015,2033,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
52.87,A-06-2015,2033,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
61.69,A-06-2015,2033,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
71.23,A-06-2015,2033,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
22.19,A-06-2015,2033,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
24.16,A-06-2015,2033,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
47.56,A-06-2015,2034,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
53.65,A-06-2015,2034,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
62.62,A-06-2015,2034,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
72.25,A-06-2015,2034,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
22.91,A-06-2015,2034,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
24.93,A-06-2015,2034,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
48.22,A-06-2015,2035,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
54.35,A-06-2015,2035,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
63.35,A-06-2015,2035,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
73.05,A-06-2015,2035,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
23.68,A-06-2015,2035,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
25.76,A-06-2015,2035,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
48.85,A-06-2015,2036,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
55.03,A-06-2015,2036,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
63.97,A-06-2015,2036,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
73.72,A-06-2015,2036,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
24.49,A-06-2015,2036,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
26.64,A-06-2015,2036,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
49.4,A-06-2015,2037,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
55.63,A-06-2015,2037,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.38,A-06-2015,2037,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.15,A-06-2015,2037,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
25.36,A-06-2015,2037,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
27.57,A-06-2015,2037,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
49.9,A-06-2015,2038,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
56.17,A-06-2015,2038,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.65,A-06-2015,2038,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.42,A-06-2015,2038,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
26.27,A-06-2015,2038,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
28.56,A-06-2015,2038,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.39,A-06-2015,2039,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
56.71,A-06-2015,2039,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.83,A-06-2015,2039,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.6,A-06-2015,2039,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
27.25,A-06-2015,2039,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
29.62,A-06-2015,2039,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.83,A-06-2015,2040,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
57.19,A-06-2015,2040,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.89,A-06-2015,2040,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
