Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
"""....""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Mann
"""....""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Frau
0.2,2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Mann
"""......""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Frau
0.3,2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2004,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Frau
6.2,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
12.4,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Frau
22.1,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
22.6,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Mann
22,2004,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Frau
6.8,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.9,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
14.1,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.2,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Frau
23.9,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
20.3,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Mann
24.7,2004,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Frau
8,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
16.1,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.8,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.8,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Vollzeit (>=90%),Mann
4.8,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Vollzeit (>=90%),Frau
23.7,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
19.1,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Teilzeit (<90%),Mann
24.7,2004,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Teilzeit (<90%),Frau
15.5,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
10.9,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
22.3,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
15.6,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
10.4,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Vollzeit (>=90%),Mann
31.8,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Vollzeit (>=90%),Frau
15.2,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
15.7,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Teilzeit (<90%),Mann
15.1,2004,"Nordwestschweiz (BS, BL, AG)",3001-  4000 Franken,Teilzeit (<90%),Frau
20.7,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
24.3,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
15.4,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
25.6,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
25.8,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Vollzeit (>=90%),Mann
25,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Vollzeit (>=90%),Frau
8.4,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
10.2,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Teilzeit (<90%),Mann
8,2004,"Nordwestschweiz (BS, BL, AG)",4001-  5000 Franken,Teilzeit (<90%),Frau
15.4,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
19.7,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
9,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
20,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
21.1,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Vollzeit (>=90%),Mann
16.5,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Vollzeit (>=90%),Frau
3.7,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
5.8,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Teilzeit (<90%),Mann
3.2,2004,"Nordwestschweiz (BS, BL, AG)",5001-  6000 Franken,Teilzeit (<90%),Frau
9.8,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
13.2,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
4.7,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
13,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
14.2,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Vollzeit (>=90%),Mann
9.4,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Vollzeit (>=90%),Frau
1.4,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
2.9,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Teilzeit (<90%),Mann
1,2004,"Nordwestschweiz (BS, BL, AG)",6001-  7000 Franken,Teilzeit (<90%),Frau
6.2,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
8.9,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
2.3,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
8.5,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
9.7,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Vollzeit (>=90%),Mann
4.7,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Vollzeit (>=90%),Frau
0.6,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
1.3,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Teilzeit (<90%),Mann
0.4,2004,"Nordwestschweiz (BS, BL, AG)",7001-  8000 Franken,Teilzeit (<90%),Frau
3.6,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
5.2,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
1.2,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
4.9,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
5.6,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Vollzeit (>=90%),Mann
2.6,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Vollzeit (>=90%),Frau
0.2,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
0.6,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Teilzeit (<90%),Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",8001-  9000 Franken,Teilzeit (<90%),Frau
2.3,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.3,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Beschäftigungsgrad - Total,Mann
0.7,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Beschäftigungsgrad - Total,Frau
3.1,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
3.7,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Vollzeit (>=90%),Mann
1.5,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Vollzeit (>=90%),Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",9001-10000 Franken,Teilzeit (<90%),Frau
1.4,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.1,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.4,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Beschäftigungsgrad - Total,Frau
2,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.3,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Vollzeit (>=90%),Mann
0.9,2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",10001-11000 Franken,Teilzeit (<90%),Frau
1,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.5,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Beschäftigungsgrad - Total,Frau
1.4,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.6,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Vollzeit (>=90%),Mann
0.6,2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",11001-12000 Franken,Teilzeit (<90%),Frau
0.6,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.9,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
0.9,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
1,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Vollzeit (>=90%),Mann
0.4,2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",12001-13000 Franken,Teilzeit (<90%),Frau
0.4,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.6,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.7,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Vollzeit (>=90%),Mann
0.2,2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Frau
0.3,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Mann
0.2,2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Frau
0.2,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Mann
"""....""",2004,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Frau
0,2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""....""",2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Mann
"""....""",2004,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Frau
0.4,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Frau
0.5,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
0.7,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Mann
0.1,2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2004,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Frau
6.5,2004,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.3,2004,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Mann
10.7,2004,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2004,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2004,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2004,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Frau
21.3,2004,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
25.5,2004,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Mann
20,2004,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Frau
6.8,2004,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2004,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
12.4,2004,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0,2004,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0,2004,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Mann
0.1,2004,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Frau
22,2004,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
18.6,2004,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Mann
23.1,2004,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Frau
8,2004,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.8,2004,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
14.7,2004,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.3,2004,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.8,2004,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Mann
2.5,2004,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Frau
23.1,2004,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
16.2,2004,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Mann
25.3,2004,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Frau
14.7,2004,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
9.1,2004,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
21.8,2004,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
14.7,2004,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
8.5,2004,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Mann
29.9,2004,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Frau
14.5,2004,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
13.4,2004,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Mann
14.9,2004,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Frau
18.2,2004,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
19.5,2004,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
16.5,2004,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
22.2,2004,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
21,2004,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Mann
25.2,2004,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Frau
9.1,2004,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
9.7,2004,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Mann
9,2004,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Frau
14.9,2004,Zürich (ZH),5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
18.2,2004,Zürich (ZH),5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
